1_1	1	safe	0.5084937020001234
1_2	1	safe	0.6540455670001393
1_3	1	safe	0.8105494370001907
1_4	1	safe	0.8116569430003437
1_5	1	safe	0.6192221450000943
1_6	1	safe	1.632362153000031
1_7	1	safe	0.6220131179998134
1_8	1	safe	0.794855127000119
1_9	1	safe	0.666951293999773
2_1	1	safe	1.3724517729997388
2_2	1	safe	2.96020333100023
2_3	1	safe	1.3467993430003844
2_4	1	safe	0.6122034790005273
2_5	1	safe	3.4157777780001197
2_6	1	safe	2.1444033139996463
2_7	1	safe	3.190697408000233
2_8	1	safe	2.8329905569999028
2_9	1	safe	5.182030016000681
3_1	1	safe	1.6858387530000982
3_2	1	safe	0.7845025480000913
3_3	1	safe	1.246240602999933
3_4	1	safe	0.7525730239995028
3_5	1	safe	4.103166279999641
3_6	1	safe	5.476104012999713
3_7	1	safe	3.8425143269996624
3_8	1	safe	3.5380996550002237
3_9	1	safe	2.469156822000514
4_1	1	safe	2.0334363539996048
4_2	1	safe	2.861531315999855
4_3	1	safe	0.9188782709998122
4_4	1	safe	0.9788694729995768
4_5	1	safe	1.6163293609997709
4_6	1	safe	5.301336793999326
4_7	1	safe	4.277052565999838
4_8	1	safe	3.963934013000653
4_9	1	safe	6.591865749000135
5_1	1	safe	0.8407110739999553
5_2	1	safe	1.183502182000666
5_3	1	safe	0.7318957920006142
5_4	1	safe	0.7899879140004487
5_5	1	safe	1.510634170999765
5_6	1	safe	4.03370769600042
5_7	1	safe	2.350363615999413
5_8	1	safe	2.8136904269995284
5_9	1	safe	4.475572408999142
1_1	2	safe	0.7661428149995118
1_2	2	unsafe	0.3489794819997769
1_3	2	unsafe	0.9094341840000197
1_4	2	unsafe	0.35057892899931176
1_5	2	unsafe	0.37375281099957647
1_6	2	unsafe	0.7604362960000799
1_7	2	safe	0.909358228000201
1_8	2	safe	1.42104208299952
1_9	2	safe	0.8498316069999419
2_1	2	unsafe	0.1696325760003674
2_2	2	unsafe	0.1630506739993507
2_3	2	unsafe	0.16150883400041494
2_4	2	unsafe	0.1680951449998247
2_5	2	unsafe	0.16824944899963157
2_6	2	unsafe	0.16500539200023923
2_7	2	unsafe	0.16265117000057217
2_8	2	unsafe	0.16182034899975406
2_9	2	unsafe	1.438844364999568
3_1	2	unsafe	0.15721030899931066
3_2	2	unsafe	0.233828123999956
3_3	2	safe	7.458647229000235
3_4	2	unsafe	0.15979335700012598
3_5	2	unsafe	0.1589608739996038
3_6	2	unsafe	0.15954408400011744
3_7	2	unsafe	0.43040923699936684
3_8	2	unsafe	0.2308047450005688
3_9	2	unsafe	0.16315066799961642
4_1	2	unsafe	0.1709801430006337
4_2	2	safe	7.590313575999971
4_3	2	unsafe	0.16193922399997973
4_4	2	unsafe	0.2865618599998925
4_5	2	unsafe	0.16211780399953568
4_6	2	unsafe	0.16060706400003255
4_7	2	unsafe	0.1589162899999792
4_8	2	unsafe	0.16053632400053175
4_9	2	unsafe	0.165325988999939
5_1	2	unsafe	0.1600993499996548
5_2	2	unsafe	0.1682892590006304
5_3	2	unsafe	0.850709285999983
5_4	2	unsafe	0.16110374900017632
5_5	2	unsafe	0.16136815400022897
5_6	2	unsafe	0.16152158499971847
5_7	2	unsafe	0.1624593830001686
5_8	2	unsafe	0.1597361619997173
5_9	2	unsafe	0.16101993099982792
1_1	3	safe	0.8018017869999312
1_2	3	safe	0.6849839159995099
1_3	3	safe	0.569635883999581
1_4	3	safe	0.24175491300047725
1_5	3	safe	0.25314715199965576
1_6	3	safe	0.1554830380000567
1_7	3	unsafe	0.15716127500036237
1_8	3	unsafe	0.15817557700029283
1_9	3	unsafe	0.15652475299975777
2_1	3	safe	0.5036260090000724
2_2	3	safe	0.418679035000423
2_3	3	safe	0.4387073509997208
2_4	3	safe	0.007154117000027327
2_5	3	safe	0.18898035199981678
2_6	3	safe	0.15534022100018774
2_7	3	safe	0.1652748470005463
2_8	3	safe	0.15327544799947646
2_9	3	safe	0.002907242000219412
3_1	3	safe	0.25179225800002314
3_2	3	safe	0.5225202379997427
3_3	3	safe	0.3925874400001703
3_4	3	safe	0.25458330400033446
3_5	3	safe	0.17766014199969504
3_6	3	safe	0.22073547699983465
3_7	3	safe	0.15736900000047171
3_8	3	safe	0.18344007299947407
3_9	3	safe	0.1711157159998038
4_1	3	safe	0.2561452179998014
4_2	3	safe	0.47073444000034215
4_3	3	safe	0.5570518589993299
4_4	3	safe	0.17658201799986273
4_5	3	safe	0.15965346799930558
4_6	3	safe	0.21867392999956792
4_7	3	safe	0.16292374299973744
4_8	3	safe	0.16671708499961824
4_9	3	safe	0.2004123710003114
5_1	3	safe	0.4260489910002434
