0.015343479999955889	1
0.01590537300012329	2
0.016192661999866687	3
0.0162380059998668	4
0.016402422999817645	5
0.016447013999822957	6
0.01651146099993639	7
0.016587197999797354	8
0.016792766000207848	9
0.017078077000178382	10
0.01712295000015729	11
0.01721697499988295	12
0.018008485999871482	13
0.17988769500016133	14
0.19362743800002136	15
0.19625107499996375	16
0.20560896000006323	17
1.466256969999904	18
1.741071368999883	19
2.706457949999958	20
2.9162848240000585	21
3.061292172000094	22
3.779172090000202	23
7.3663368149998405	24
10.723340289999896	25
