net6 (e=0.02)	1	safe	0.031439292997674784
net6 (e=0.02)	2	safe	0.029894429000705713
net6 (e=0.02)	3	timeout	901.1318944250015
net6 (e=0.02)	4	safe	0.034188518999144435
net6 (e=0.02)	5	safe	0.034642697999515804
net6 (e=0.02)	6	safe	13.629923552001856
net6 (e=0.02)	7	safe	225.18304527999862
net6 (e=0.02)	8	safe	8.625117710998893
net6 (e=0.02)	9	unsafe	0.3192798420022882
net6 (e=0.02)	10	safe	0.031052427002578042
net6 (e=0.02)	11	safe	0.031636519997846335
net6 (e=0.02)	12	safe	0.03518132200042601
net6 (e=0.02)	13	safe	85.50433276900003
net6 (e=0.02)	14	safe	0.03408446499815909
net6 (e=0.02)	15	safe	0.03528399800052284
net6 (e=0.02)	16	safe	0.03257619499709108
net6 (e=0.02)	17	timeout	901.577947263002
net6 (e=0.02)	18	safe	0.03455406000284711
net6 (e=0.02)	19	timeout	901.9026607570013
net6 (e=0.02)	20	safe	0.033837823997600935
net6 (e=0.02)	21	safe	9.382442630998412
net6 (e=0.02)	22	safe	0.033935630999621935
net6 (e=0.02)	23	safe	0.034780193000187865
net6 (e=0.02)	24	safe	0.032706317000702256
net6 (e=0.02)	25	timeout	901.0307541809998

Safe: 20, unsafe: 1, error: 0, unknown: 4, Total Time: 3948.89 sec
